Election Type,Election Date,Province / Territory,Constituency,First Name,Last Name,Political Party,Election Result
General Election,2021-09-20 12:00:00 AM,British Columbia,Burnaby South,Martin,Kendell,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Burnaby South,Lyakatali,Lavji,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Burnaby South,Brea Huang,Sami,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Burnaby South,Jagmeet,Singh,New Democratic Party,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Burnaby South,Marcella,Williams,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cariboo—Prince George,Todd,Doherty,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Cariboo—Prince George,Garth,Frizzell,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cariboo—Prince George,Jeremy,Gustafson,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cariboo—Prince George,Leigh,Hunsinger-Chang,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cariboo—Prince George,Audrey,McKinnon,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cariboo—Prince George,Henry,Thiessen,Christian Heritage Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Central Okanagan—Similkameen—Nicola,Dan,Albas,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Central Okanagan—Similkameen—Nicola,Sarah,Eves,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Central Okanagan—Similkameen—Nicola,Kathryn,Mcdonald,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Central Okanagan—Similkameen—Nicola,Joan,Phillip,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Central Okanagan—Similkameen—Nicola,Brennan,Wauters,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Chilliwack—Hope,Robert,Bogunovic,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Chilliwack—Hope,Arthur Alexander,Green,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Chilliwack—Hope,Danielle,Pohl,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Chilliwack—Hope,Mark,Strahl,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Chilliwack—Hope,Kelly,Velonis,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cloverdale—Langley City,John,Aldag,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Cloverdale—Langley City,Tamara,Jansen,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cloverdale—Langley City,Rajesh,Jayaprakash,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cloverdale—Langley City,Ian,Kennedy,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Coquitlam—Port Coquitlam,Katerina,Anastasiadis,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Coquitlam—Port Coquitlam,Kimberly,Brundell,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Coquitlam—Port Coquitlam,Laura,Dupont,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Coquitlam—Port Coquitlam,Ron,McKinnon,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Courtenay—Alberni,Barbara,Biley,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Courtenay—Alberni,Robert,Eppich,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Courtenay—Alberni,Susan,Farlinger,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Courtenay—Alberni,Susan,Hare,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Courtenay—Alberni,Gord,Johns,New Democratic Party,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Courtenay—Alberni,Mary,Lee,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cowichan—Malahat—Langford,Alana,DeLong,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cowichan—Malahat—Langford,Mark,Hecht,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cowichan—Malahat—Langford,Blair,Herbert,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Cowichan—Malahat—Langford,Alistair,MacGregor,New Democratic Party,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Cowichan—Malahat—Langford,Lia Marie Constance,Versaevel,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Delta,Monika,Dean,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Delta,Hong Yan,Pan,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Delta,Carla,Qualtrough,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Delta,Garry,Shearer,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Delta,Jeremy,Smith,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Delta,Paul,Tarasenko,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Esquimalt—Saanich—Sooke,Robert Floyd Stanley,Anderson,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Esquimalt—Saanich—Sooke,Laura Anne,Frost,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Esquimalt—Saanich—Sooke,Randall,Garrison,New Democratic Party,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Esquimalt—Saanich—Sooke,Harley,Gordon,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Esquimalt—Saanich—Sooke,Douglas,Kobayashi,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Esquimalt—Saanich—Sooke,Tyson,Strandlund,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Fleetwood—Port Kells,Amrit,Birring,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Fleetwood—Port Kells,Livingstone Royal Perry,DeNure,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Fleetwood—Port Kells,Ken,Hardie,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Fleetwood—Port Kells,Dave,Hayer,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Fleetwood—Port Kells,Murali,Krishnan,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Fleetwood—Port Kells,Raji,Toor,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kamloops—Thompson—Cariboo,Wayne,Allan,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kamloops—Thompson—Cariboo,Frank,Caputo,Conservative Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Kamloops—Thompson—Cariboo,Iain,Currie,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kamloops—Thompson—Cariboo,Corally,Delwo,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kamloops—Thompson—Cariboo,Jesse,McCormick,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kamloops—Thompson—Cariboo,Robert,O'Brien,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kamloops—Thompson—Cariboo,Balwinder,Sundhu,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kelowna—Lake Country,Cade,Desjarlais,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kelowna—Lake Country,Tracy,Gray,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Kelowna—Lake Country,Tim,Krupa,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kelowna—Lake Country,Brian,Rogers,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kelowna—Lake Country,Imre,Szeman,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kootenay—Columbia,Sarah,Bennett,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kootenay—Columbia,Robin,Goldsbury,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kootenay—Columbia,Rob,Morrison,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Kootenay—Columbia,Rana,Nelson,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Kootenay—Columbia,Wayne,Stetski,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Langley—Aldergrove,Rayna,Boychuk,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Langley—Aldergrove,Michael,Chang,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Langley—Aldergrove,Kaija,Farstad,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Langley—Aldergrove,Kimberly Anne,Richter,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Langley—Aldergrove,Tako,Van Popta,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Mission—Matsqui—Fraser Canyon,Nicole,Bellay,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Mission—Matsqui—Fraser Canyon,Guneet,Grewal,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Mission—Matsqui—Fraser Canyon,Tyler,Niles,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Mission—Matsqui—Fraser Canyon,Lynn,Perrin,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Mission—Matsqui—Fraser Canyon,Brad,Vis,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Nanaimo—Ladysmith,Lisa Marie,Barron,New Democratic Party,Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Nanaimo—Ladysmith,Michelle,Corfield,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Nanaimo—Ladysmith,Tamara,Kronis,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Nanaimo—Ladysmith,Paul,Manly,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Nanaimo—Ladysmith,Stephen,Welton,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,New Westminster—Burnaby,Kevin,Heide,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,New Westminster—Burnaby,Rozina,Jaffer,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,New Westminster—Burnaby,Peter,Julian,New Democratic Party,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,New Westminster—Burnaby,David,Macdonald,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,New Westminster—Burnaby,Paige,Munro,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Island—Powell River,Rachel,Blaney,New Democratic Party,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,North Island—Powell River,Shelley,Downey,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Island—Powell River,Stacey,Gastis,Maverick Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Island—Powell River,Jennifer,Grenz,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Island—Powell River,Paul,Macknight,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Island—Powell River,Carla,Neal,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Island—Powell River,Jessica,Wegg,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Okanagan—Shuswap,Mel,Arnold,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,North Okanagan—Shuswap,Kyle,Delfing,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Okanagan—Shuswap,Shelley,Desautels,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Okanagan—Shuswap,Andrea,Gunner,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Okanagan—Shuswap,Ronald,Johnston,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Vancouver,Tammy,Bentz,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Vancouver,John,Galloway,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Vancouver,Les,Jickling,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Vancouver,Archie Leo Bruno,Kaario,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,North Vancouver,Jonathan,Wilkinson,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Pitt Meadows—Maple Ridge,Peter,Buddle,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Pitt Meadows—Maple Ridge,Marc,Dalton,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Pitt Meadows—Maple Ridge,Juliuss,Hoffmann,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Pitt Meadows—Maple Ridge,Philip Raymond,Klapwyk,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Pitt Meadows—Maple Ridge,Steven,Ranta,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Pitt Meadows—Maple Ridge,Ahmed,Yousef,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Port Moody—Coquitlam,William Michael,Davis,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Port Moody—Coquitlam,Desta,McPherson,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Port Moody—Coquitlam,Nelly,Shin,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Port Moody—Coquitlam,Roland,Verrier,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Port Moody—Coquitlam,Bonita,Zarrillo,New Democratic Party,Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Prince George—Peace River—Northern Rockies,Amir,Alavi,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Prince George—Peace River—Northern Rockies,Ryan,Dyck,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Prince George—Peace River—Northern Rockies,Phil,Hewkin,Canada's Fourth Front,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Prince George—Peace River—Northern Rockies,David,Jeffers,Maverick Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Prince George—Peace River—Northern Rockies,Catharine,Kendall,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Prince George—Peace River—Northern Rockies,Cory,Longley,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Prince George—Peace River—Northern Rockies,Bob,Zimmer,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Richmond Centre,Laura,Gillanders,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Richmond Centre,James,Hinton,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Richmond Centre,Chung An Wilson,Miao,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Richmond Centre,Sandra,Nixon,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Richmond Centre,Alice,Wong,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Saanich—Gulf Islands,David,Busch,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Saanich—Gulf Islands,Dock,Currie,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Saanich—Gulf Islands,David,Hilderman,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Saanich—Gulf Islands,Elizabeth,May,Green Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Saanich—Gulf Islands,Sherri,Moore-Arbour,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Saanich—Gulf Islands,Sabina,Singh,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,British Columbia,Skeena—Bulkley Valley,Taylor,Bachrach,New Democratic Party,Re-Elected
General Election,2021-09-20 12:00:00 AM,British Columbia,Skeena—Bulkley Valley,Jody,Craven,People's Party of Canada,Defeated
